candidate_name,candidate_party
Muhammad Asif Ihsan,Independents
Irshad Rabbani,Independents
Neelam Jabbar Chaudhary,Pakistan Peoples Party Parliamentarians
Chaudhary Amjad Ali Javed,Pakistan Muslim League (Nawaz)
Dr. Ashfaq-Ur-Rehman,Pakistan Muslim League (Qaid-e-Azam)
Chaudhary Akbar Ali Warraich,Independents
Tahir Pervaiz Anjum,Independents
Colonel (Retired) Muhammad Safdar Mahmood,Independents
Muhammad Junaid Anwaar Chaudhary,Independents
Shoukat Ali,Independents
Sahibzada Barq-Al-Toheedi,Independents
Lieutenant Colonel (R) Sardar Muhammad Ayyub Khan,Pakistan Muslim League (Nawaz)
Javed Akram,Pakistan Muslim League (Qaid-e-Azam)
Chaudhary Muhammad Rafique,Independents
Nazia Raheel,Pakistan Muslim League (Nawaz)
Ashifa Riaz Fatyana,Pakistan Muslim League (Qaid-e-Azam)
Saadat Hussnain Khan,Pakistan Peoples Party Parliamentarians
Faisal Qazafi,Independents
Aftab Fatyana,Independents
Muhammad Farooq Seemab,Independents
Razwan Ahmad Ch.,Independents
Dr. Zafar Iqbal,Independents
Hajji Altaf,Independents
Irhsad Ahmad,Independents
Makhdoom Nazir Hussain,Independents
Sardar Siddique Akbar Khatana Advocate,Independents
Makhdoom Syed Ali Raza Shah,Independents
Syed Assad Abbas Shah,Pakistan Muslim League (Qaid-e-Azam)
Iqbal Ahmad Khan,Pakistan Peoples Party Parliamentarians
Muhammad Shafique,Independents
Mian Fareed Abbas Kathia,Independents
Mian Iqbal Hussain Kathia,Independents
Syed Irfan Raza Shah,Independents
Hassan Akhtar,Independents
Mehar Muhammad Iqbal Humjana Advocate,Independents
Rana Liaqat Ali Khan,Independents
Ch. Muhammad Ayyaz,Pakistan Muslim League (Nawaz)
"Ch. Muhammad Waris Khan, Advocate",Pakistan Peoples Party Parliamentarians
Raja Moeen Sultan,Pakistan Muslim League (Qaid-e-Azam)
Ch. Atif Aziz,Independents
Khalid Rehman,Independents
Babu Muhammad Idrees,Independents
Pir Syed Mudasar Nazar Shah,Sunni Tehreek
Allama Ayyaz Zaheer Hashmi,Muttahidda Majlis-e-Amal Pakistan
Ch. Arshad Nawaz,Independents
Mian Muhammad Rafique,Pakistan Muslim League (Nawaz)
Ch. Saeed Ahmad Saeedi,Pakistan Muslim League (Qaid-e-Azam)
Ghulam Jilani,Independents
Liaquat Ali Shoukat,Independents
Chaudhary Adeel Ansar,Independents
Manzoor Ahmad,Independents
Imran Khalid Butt,Pakistan Muslim League (Nawaz)
Rana Faisal Rauf Khan,Pakistan Peoples Party Parliamentarians
Ch. Muhammad Ashraf Kamboh,Independents
Amir Farooq Khan,Pakistan Muslim League (Qaid-e-Azam)
Moulana Hajaj Ullah Samdani,Muttahidda Majlis-e-Amal Pakistan
Muhammad Amjad Awan,Independents
Qari Abdul Qayyum Kamboh,Independents
Rana Amir Rauf Khan,Independents
Sobia Butt,Independents
Irfan Qayyum,Independents
Ch. Muhammad Umar Farooq Kamboh,Independents
Jawad Hassan Manj,Independents
Muhammad Nawaz Chohan,Pakistan Muslim League (Nawaz)
Lala Asad Ullah Papa,Pakistan Peoples Party Parliamentarians
Mehar Muhammad Sarfraz,Independents
Muhammad Arshad Farooq,Independents
Muzammil Hussain,Independents
Muhammad Ishaq,Independents
Umer Nawaz Chohan,Independents
Lala Muhmmad Waqas Vicky,Independents
Zafar Iqbal,Independents
Bao Muhammad Ikram,Independents
Shoukat Ali,Independents
Luqman Khalid,Independents
Ch. Muhammad Tariq Gujjar,Pakistan Peoples Party Parliamentarians
Ch. Ashraf Ali Ansarai,Pakistan Muslim League (Nawaz)
Lala Zahid Usman Ansari,Pakistan Muslim League (Qaid-e-Azam)
Hafiz Mohsin Javed,Jamat Ahle-Hadith Pakistan (Elahi Zaheer)
Nemat Ullah,Independents
Sahibzada Hafiz Muhammad Imran Areef,Muttahidda Majlis-e-Amal Pakistan
Robina Kausar,Independents
Muhammad Saeed Mughal,Pakistan Muslim League (Nawaz)
Muhammad Tariq Ali,Pakistan Peoples Party Parliamentarians
Khawaja Waqar Hassan,Pakistan Muslim League (Qaid-e-Azam)
Rana Irafan Farooq,Muttahidda Majlis-e-Amal Pakistan
Muhammad Sabir Ali,Independents
Khawer Nasreen Raja,Independents
Mauzzam Rauf Mughal Advocate,Independents
Khawaja Adnan Hassan,Independents
Mirza Jehangir Baig,Independents
Shazia Ashfaq Mattu,Pakistan Muslim League (Nawaz)
Mian Saood Hasan Dar,Pakistan Peoples Party Parliamentarians
Mian Sajjad Mehmood,Pakistan Muslim League (Qaid-e-Azam)
Mubashar Ahmad Cheema,Independents
Sahibzada Shahid Khurshid,Independents
Hakeem Muhammad Afzal Jamal,Muttahidda Majlis-e-Amal Pakistan
Muhammad Noman Butt,Independents
Fareed Iqbal Awan,Independents
Farooq Zafar,Independents
Sh. Mumtaz Ahmad,Pakistan Muslim League (Nawaz)
Ch. Muhammad Shabir Mehar,Pakistan Peoples Party Parliamentarians
Engineer Muhammad Ashraf Abutt,Pakistan Muslim League (Qaid-e-Azam)
Shebaz Ali,Independents
Rao Kamran Ali Khan,Independents
Rana Muhammad Shahid,Independents
Muhammad Zaman Warriach,Independents
Ch. Muhammad Kashif Hafeez,Independents
Ch. Faisal Saeed,Independents
Haji Lala Muhammad Siddique Khan,Independents
Mian Ghulam Sarwar,Pakistan Muslim League (Nawaz)
Ch. Muhammad Nasir Cheema,Pakistan Muslim League (Qaid-e-Azam)
Shamaila Liaquat,Pakistan Peoples Party Parliamentarians
Tauseef Azam Cheema,Independents
Asif Aqeel,Independents
Khalid Masood Butt,Independents
Waqas Haider,Independents
Ulfat Rasul Warraich,Independents
Muhammad Arqam Khan,Pakistan Peoples Party Parliamentarians
Ch. Muhammad Iqbal,Pakistan Muslim League (Qaid-e-Azam)
Ch. Hameed Naseem Cheema,Pakistan Muslim League (Nawaz)
Ch. Muhammad Younas Bath,Independents
Ch. Raza Meeran,Independents
Shahbaz Khan,Independents
Bilal Ahmad,Independents
Sardar Zia Ul Haq,Jamhoori Wattan Party
Sardar Riaz Ul Haq,Independents
Haji Lala Muhammad Siddique Khan,Independents
Qaiser Iqbal Sandhu,Pakistan Peoples Party Parliamentarians
Doctor Sohail Zafar Cheema,Pakistan Muslim League (Qaid-e-Azam)
Athar Hassan Sultan,Independents
Chaudhary Zafar Gulzar Ahmed Khan,Independents
Qari Abdul Qayyum Kamboh,Independents
Chaudhary Hassan Saifullah Buttar,Pakistan Muslim League (Nawaz)
Chaudhary Farhan Zafar Cheema,Independents
Chaudhary Nadeem Saif,Independents
Rana Umer Nazir Ahmed Khan,Independents
Haji Chaudhary Nazar Muhammad Chemma,Independents
Rana Sajid Ali,Independents
Chaudhary Nasir Mehmood,Independents
Umer Ashraf Sandhu,Independents
Kashif Adeel Cheema,Independents
Chaudhary Muhammad Nawaz Cheema,Independents
Saweeda Zafar Cheema,Independents
Engineer Imran Ajmal,Independents
Faisal Adnan Sandhu,Independents
Chaudhary Umer Farooq Goraya,Independents
Chaudhary Muhammad Gulfam Korotana,Independents
Ghulam Abbas,Independents
Rana Naeem Akhtar Khan,Independents
Rana Yousaf Haroon,Independents
Chaudhary Muhammad Asffan Virk,Independents
Nisar Iqbal,Independents
Dr. Nasrullah,Pakistan Peoples Party Parliamentarians
Saeed Iqbal,Muttahida Qaumi Movement Pakistan
Muhammad Asad Thaniwi,Jamiat Ulama-e-Islam (Sami)
Zahid Hussain Shoro,Pakistan Muslim League (Nawaz)
Muhammad Saeed Mughul,Independents
Mushtaque Ahmad Mirani,Independents
Abdul Mateen Bandhani,Muttahidda Majlis-e-Amal Pakistan
Muhammad Arshad Mughul,Independents
Tanveer Ahmad,Independents
Muhammad Yousif,Independents
Atif Ilyas,Independents
Abdul Jabbar Solangi,Independents
Agha Iftikhar-U-Din,Independents
Aftab Alam,Independents
Hamid Mehmood Faizi,Independents
Muhammad Iqbal,Independents
Muhammad Hanif Memon,Independents
Siraj Ahmed Khan,Independents
Naheed Baji,Independents
Muhammad Saleem Khan,Independents
Muhammad Shaharyar Khan Mahar,Pakistan Muslim League (Qaid-e-Azam)
Kamran Mahar,Pakistan Peoples Party Parliamentarians
Abdul Qadir,Independents
Shabir Ahmed Mahar,Independents
Faiz Muhammad Mahar,Independents
Shakhidad Mari,Muttahida Qaumi Movement Pakistan
Sajjad Ahmed Panhwar,Independents
Muhammad Adil Siddiqi,Muttahida Qaumi Movement Pakistan
Abdul Qadoos,Pakistan Peoples Party Parliamentarians
Abdul Baqi,Muttahidda Majlis-e-Amal Pakistan
Malik Matloob Ali Awan,Qaumi Watan Party
Syed Azam Ali,Independents
Abdul Moid Siddiqui,Muttahida Qaumi Movement Pakistan
Atif Mushtaq Balouch,Pakistan Peoples Party Parliamentarians
Abdul Latif.,Independents
Muhammad Qasim Abbasi,Qaumi Watan Party
Col (R) Abdul Jabbar Abbasi.,Independents
Syed Ghayoor Ahmed Naqvi,Independents
Muhammad Mirza Khan.,Independents
Imam-Ud-Din Shahzad,Muttahida Qaumi Movement Pakistan
Muhammad Tahir Khan,Pakistan Peoples Party Parliamentarians
Jalaluddin,Muttahidda Majlis-e-Amal Pakistan
Tariq Wasi,Independents
Azra Magsi,Independents
Doctor Syed Muhammad Ali Shah.,Muttahida Qaumi Movement Pakistan
Ali Asghar.,Pakistan Peoples Party Parliamentarians
Moulana Hafiz Shahjehan Kiyani,Muttahidda Majlis-e-Amal Pakistan
Muhammad Tariq.,Pakistan Muslim League (Nawaz)
Muhammad Aslam Mandokhail,Awami National Party
Ajmal Naseeb.,Independents
Rehan Zafar,Muttahida Qaumi Movement Pakistan
Dr.mehboob Ahmed,Pakistan Peoples Party Parliamentarians
Syed Kashif Zaidi,Independents
Khalid Bin Waliyat Advocate,Muttahida Qaumi Movement Pakistan
Shakeel Ahmed,Pakistan Peoples Party Parliamentarians
Adeel Ahmed Khan,Pakistan Muslim League (Nawaz)
Sohail Talib,Independents
Shahid Ali,Independents
Anwar Alam,Muttahida Qaumi Movement Pakistan
Jan Alam Advocate,Pakistan Peoples Party Parliamentarians
Muhammad Mustaqim Qureshi Noorani,Muttahidda Majlis-e-Amal Pakistan
Syed Sohaib Ahmed Bukhari Advocate,Muttahida Qaumi Movement Pakistan
Ghazi Ghulam Mustafa Ali,Pakistan Peoples Party Parliamentarians
Mehmood Khan Askari,Muttahidda Majlis-e-Amal Pakistan
Nadir Ali Khan,Independents
Nafees Akhtar,Independents
Muhammad Saleem Hingoro,Pakistan Peoples Party Parliamentarians
Muhammad Hanif Chhattani Advocate,Muttahida Qaumi Movement Pakistan
Malik Muhammad Riaz,Pakistan Muslim League (Nawaz)
Afshan Imran,Independents
Shamsuddin Panhwar,Pakistan Peoples Party (Shaheed Bhutto)
Muhammad Arif Bhadalla,Sunni Tehreek
Muhammad Shahid,Independents
Dilshad Khan Tanoli,Independents
Abdul Razzaque,Independents
Javed Nagori,Independents
Muhammad Shaban Abdul Manan Farooqui,Independents
Mohammad Rafiq Advocate,Pakistan Peoples Party Parliamentarians
Sultan Bahadur Khan,Pakistan Muslim League (Nawaz)
Nadya Gabol,Muttahida Qaumi Movement Pakistan
Abdul Rasheed (Rasheed Haroon),Independents
Tajuddin Siddique,Muttahidda Majlis-e-Amal Pakistan
Imran Khan,Independents
Siraj Ahmed Baloch,Independents
Agha Taimoor Khan,Pakistan Peoples Party Parliamentarians
Maqbool Ahmed Shaikh,Pakistan Muslim League (Qaid-e-Azam)
Juniad Ahmed Soomro,Independents
Agha Masiullah Khan,National Peoples Party
Hafiz Ubedullah Panhwar,Muttahidda Majlis-e-Amal Pakistan
Agha Sher Khan,Muttahida Qaumi Movement Pakistan
Dr. Bashir Ahmed Brohi,Pakistan Muslim League (Nawaz)
Agha Shamasuddin Khan,Independents
Abdul Ghaffar Qureshi,Independents
Agha Salahuddin Khan,Independents
Muhmmad Shoaib,Muttahida Qaumi Movement Pakistan
Habib Jan,Pakistan Peoples Party Parliamentarians
Shabbir Abu Talib,Muttahidda Majlis-e-Amal Pakistan
Rasheed Khan,Qaumi Watan Party
Muhammad Shafiq,Sunni Tehreek
Muhammad Asif Siddiqui,Independents
Irfan,Independents
Ameer Ali Mansoori,Independents
Sultan Mehmood Tajwani,Independents
Muhammad Tahir Qureshi,Muttahida Qaumi Movement Pakistan
Mohabbat Khan Niazi,Pakistan Peoples Party Parliamentarians
Muhammad Aslam Bhutta,Pakistan Muslim League (Nawaz)
Shahbaz Hussain,Independents
Abdul Shakoor,Independents
Shakeel Ahmed,Sunni Tehreek
Malik Muhammad Khan,Independents
Muhammad Subiyal Ahmed Khan,Independents
Iqbal Cheepa,Independents
Arif Salam,Independents
Muhammad Asif Siddiqui,Independents
Javed Hussain Balouch,Independents
Moqueem Alam,Muttahida Qaumi Movement Pakistan
Syed Najmi Alam,Pakistan Peoples Party Parliamentarians
Chaudhry Haji Tariq,Pakistan Muslim League (Nawaz)
Khalid Khan,Awami National Party
Muhammad Siddique Rathore,Muttahidda Majlis-e-Amal Pakistan
Taimur Ali,Independents
Muhammad Tariq Hassan,Independents
Abdul Ghaffar Owasi,Independents
Muhammad Ejaz Alam,Independents
Anwar Saeed,Independents
Muhammad Aaqib Rajpar Adovcate,Sindh United Party
Afaq Uddin,Independents
Askari Taqvi,Muttahida Qaumi Movement Pakistan
Saleem Zia,Pakistan Muslim League (Nawaz)
Zulfiqar Ali Qaim Khani,Pakistan Peoples Party Parliamentarians
Allama Shafqatur Rehman,Muttahidda Majlis-e-Amal Pakistan
Sheikh Ismail Azeem,Independents
Rashid Hussain,Independents
Shahbaz Akhtar,Independents
Khurram Muhammad Qamar,Pakistan Qaumi League
Syed Rashid Ahmed,Independents
Abdul Latif,Sunni Tehreek
Qamar Iqbal Advocate,Independents
Syed Asif Ahmed Rizvi,Independents
Muhammad Abdul Rauf Siddiqui,Muttahida Qaumi Movement Pakistan
Irfanullah Khan Marwat,Independents
Sardar Abdul Rahim,Pakistan Muslim League (Nawaz)
Tahir Bashir Bhutta Advocate,Pakistan Peoples Party Parliamentarians
Mohammad Aslam Khan (Mughal) Imran Khan,Independents
Sajjad Malik,Independents
Saleem Murad,Independents
Shahid Saeed Bhatti Advocate,Independents
Sikandar Hayat Janjua,Independents
Muhammad Nadeem,Independents
Doctor Syed Muhammad,Independents
Khalil Ud Din,Independents
Muhammad Raza Haroon,Muttahida Qaumi Movement Pakistan
Muhammed Mushaffay Ahmed,Pakistan Peoples Party Parliamentarians
Mehfooz-Un-Nabi Khan,Pakistan Muslim League (Nawaz)
Muhammad Imran Khan,Muttahidda Majlis-e-Amal Pakistan
Qadir Bux,Independents
Basharat Mirza,Pakistan Democratic Party
Zahida Syed,Sunni Tehreek
Muhammad Shahid,Independents
Mohtasham-Ul-Haq Thanvi,Independents
Prof. Abdul Qadir Shaikh,Independents
Muhammad Nasir Khan,Independents
Liaquat Ali Advocate,Independents
Syed Sardar Ahmed,Muttahida Qaumi Movement Pakistan
Farid-Ul-Hassan Abbasi,Pakistan Peoples Party Parliamentarians
Rehman Gul,Pakistan Muslim League (Nawaz)
Moulana Saif-Ur-Rehman,Muttahidda Majlis-e-Amal Pakistan
Imran Sarwar,Independents
Nadeem Ahmed,Independents
Aftab Qamar,Independents
Dr. Sagheer Ahmed,Muttahida Qaumi Movement Pakistan
Peer Abdul Rasheed,Pakistan Peoples Party Parliamentarians
Jafar Ali Subhani,Muttahidda Majlis-e-Amal Pakistan
Ghulam Mustafa (Advocate),Pakistan Muslim League (Nawaz)
Syed Athar Ali,Independents
Muhammad Mushaffay Ahmed,Independents
Muhammad Muzammil Qureshi,Muttahida Qaumi Movement Pakistan
Qazi Iftikhar Ahmed Qureshi,Pakistan Peoples Party Parliamentarians
Zahid Khan,Pakistan Muslim League (Nawaz)
Mufti Mahboob-Ur-Rehman Farooqui,Muttahidda Majlis-e-Amal Pakistan
Shaikh Khalid Shah,Independents
Khadim Hussain,Independents
Rahat Moin,Independents
Muhammad Arif Mithani,Independents
Syed Waqar Haider (Adnan ),Independents
Khawaja Ghulam Hussain,Independents
Dr. Nadeem Maqbool,Muttahida Qaumi Movement Pakistan
Ali Akber,Pakistan Muslim League (Nawaz)
Syed Ahmer Ali Alias Amir Shah,Pakistan Peoples Party Parliamentarians
Muhammad Haleem Khan Ghori,Muttahidda Majlis-e-Amal Pakistan
Muhammad Farooq Bungash,Awami National Party
Afaq Alam Siddiqui,Independents
Fateh Muhammad Sand,Independents
Abid Hussain Jatoi,National Peoples Party
Agha Arslan Khan,Pakistan Peoples Party Parliamentarians
Moulana Abdullah Pahore,Independents
Muhammad Ibrahim Jatoi,Independents
Mir Hazar Khan,Independents
Agha Shah Passand Khan Pathan,Independents
Asghar Ali Sohindro (Retired),Muttahida Qaumi Movement Pakistan
Lal Hussain Khan,Independents
Ameer Ali Jatoi,Independents
Shafique Ahmed Sadhayo (Retired),Independents
Allauddin (Retired),Independents
Nishat Muhammad Zia Qadri,Muttahida Qaumi Movement Pakistan
Ahmed Waseem Alvi,Pakistan Peoples Party Parliamentarians
Muhammad Arshad Khan Jadoon,Pakistan Muslim League (Nawaz)
Hassan Ahmed,Independents
Syed Masroor Alam,Sunni Tehreek
Mazhar Iqbal Chaudhry,Independents
Ejaz Ahmed Bhatti,Independents
Muhammad Saqib Mujeeb Khan,Independents
Naveed Anwer Dhaloon,Independents
Waseem Ahmed,Muttahida Qaumi Movement Pakistan
Zahid Muhammad,Pakistan Peoples Party Parliamentarians
Hashmat Ullah Farooqi,Pakistan Muslim League (Nawaz)
Robana Arif,Independents
Jalaluddin Gabool,Sunni Tehreek
Syed Nadeem Razi,Independents
Syed Khalid Ahmed,Muttahida Qaumi Movement Pakistan
Siraj Ahmed Advocate,Pakistan Peoples Party Parliamentarians
Hafiz Muhammad Kifayatullah,Pakistan Muslim Alliance
Mohammad Arif Khan Arif,Sunni Tehreek
Meer Humayun Ali Zaidi,Independents
Shaikh Mohammad Afzal (Khalid Umar),Muttahida Qaumi Movement Pakistan
Dr. Shakeel Ahmed,Pakistan Peoples Party Parliamentarians
Abdul Aziz Meo,Muttahidda Majlis-e-Amal Pakistan
Muhammad Saleem Qureshi,Independents
Mahammad Shahid Siddiqui Advocate,Independents
Muhammad Alim Ur Rehman,Muttahida Qaumi Movement Pakistan
Ghulam Mustafa Memon,Pakistan Peoples Party Parliamentarians
Mian Muhammad Ilyas Rasheed,Pakistan Muslim League (Nawaz)
Allama Shafat-Ur-Rehman,Muttahidda Majlis-e-Amal Pakistan
Ghazanfar Ali Shah,Independents
Moulana Bashir Ahmed,Pakistan Muslim Alliance
Muhammad Javed,Sunni Tehreek
Imtiaz Ali Khoro,Independents
Qamar Iqbal Advocate,Independents
Muhammad Moin Amir Pirzada,Muttahida Qaumi Movement Pakistan
Syed Ghous Bux Shah (Alias Syed Ghous Ali Shah),Pakistan Peoples Party Parliamentarians
Nadir Hussain,Pakistan Muslim League (Nawaz)
Mufti Faqeer Muhammad,Muttahidda Majlis-e-Amal Pakistan
Moulana Abdul Hafiz,Pakistan Muslim Alliance
Saeed Ahmed Khan Khattak,Awami National Party
"Rao Muhammad Sharif, Advocate",Independents
Rehmatullah Farooqui,Independents
Syed Faisal Ali Sabzwari,Muttahida Qaumi Movement Pakistan
Abdul Hakeem Baloch,Pakistan Peoples Party Parliamentarians
Haleem Adil Shaikh,Pakistan Muslim League (Qaid-e-Azam)
Shaukat Ali Sehto,Pakistan Muslim League (Nawaz)
Shaikh Qasim Shah,Muttahidda Majlis-e-Amal Pakistan
Qadir Khan Mandokhail Advocate,Independents
Abdul Ghafoor Alias Danish Channa,Independents
Kaleem Ahmed,Independents
Sultan Shahab Jahangir,Independents
Ameer Nawab,Awami National Party
Moulana Dr. Muhammad Asad Thanvi,Independents
Ameer Bx Bhambro,Independents
Mahboob Ali,Sindh United Party
Moulana Muhammad Ghayas,Independents
Syed Intizar Hussain,Independents
Muhammad Bax Lashari,Independents
Aijaz Ali,Independents
Nisar Ahmed Soomro,Independents
Muhammad Saadat Mehmood,Independents
Mujahid Hussain,Independents
Moulana Muhammad Latifullah,Independents
Naeem Adil Shaikh,Independents
Mirza Asif Baig Advocate,Independents
Sirajuddin Khan,Independents
Muhammad Shafiq Qaim Khani,Independents
Nisar Ahmed Panhwar,Muttahida Qaumi Movement Pakistan
Muhammad Rafiq,Pakistan Peoples Party Parliamentarians
Nazeer Ahmed Memon,Independents
Allah Dad Khaskheli,Independents
Muhammad Ishaque Baloch,Independents
Yasir Hussain Mangi,Independents
Muhammad Saleem,Independents
Yasir Haider,Independents
Ghulam Murtaza,Independents
Amanullah Khan Masood,Awami National Party
Sardar Khan,Muttahida Qaumi Movement Pakistan
Tariq Khan,Pakistan Muslim League (Nawaz)
Mufti  Ferozuddin Hazarvi,Pakistan Peoples Party Parliamentarians
Ahsanullah Ashraf Hazarvi,Muttahidda Majlis-e-Amal Pakistan
Javed Iqbal Khanzada,Independents
Ashfaq Ahmed,Independents
Faheem Ahmed Awan,Independents
Muhammad Saleem,Independents
Bostan Ali Hoti,Independents
Taj Muhammad,Independents
Mufti Abdul Munaim,Independents
Muhammad Anwar Shahbaz,Independents
Haji Muzafar Ali Shujra,Pakistan Peoples Party Parliamentarians
Muhammad Alam Jamot,Independents
Gul Muhammad Mengal,Muttahida Qaumi Movement Pakistan
Moulana Muhammad Ghayas,Muttahidda Majlis-e-Amal Pakistan
Dr.shahnaz Akhtar,Pakistan Muslim League (Nawaz)
Hafiz Muhammad Yahya,Independents
Muhammad Rafiq,Independents
Iqbal-Ud-Khan,Independents
Zarbali Syed,Awami National Party
Masood Khan Mandokhail,Independents
Zaffar Ahmed,Independents
Sohail Shehzad,Pakistan Peoples Party (Shaheed Bhutto)
Sultan Shahab Jehangir,Independents
Moulana Abdul Sattar,Independents
Shahid Irshad,Independents
Moulana Iftikhar Ahmed Naqshbandi,Independents
Muhammad Umar Jatt,Independents
Muhammad Arif Khan Arif,Sunni Tehreek
Naseer Muhammad Advocate,Independents
Muhammad Haroon Khan Khattak,Independents
Dr. Muhammad Akbar Gondal,Independents
Ghulam Muhammad Shahliani,Pakistan Peoples Party Parliamentarians
Sardar Manzoor Ali Khan,Pakistan Muslim League (Qaid-e-Azam)
Muhammad Akram Rind,Pakistan Muslim League (Nawaz)
Irfan Ahmed Lashari,Muttahida Qaumi Movement Pakistan
Wazir,Independents
Muhammad Pannah Khan Odho,Independents
Muhammad Aslam Abro,Independents
Mashooq Ali Mundrani,Pakistan Peoples Party (Shaheed Bhutto)
Pir Ahsan Shah,Independents
Dr. Baqa Muhammad Panhwar,Independents
Muhammad Sajid Jokhio,Pakistan Peoples Party Parliamentarians
Yousuf Munir Shaikh,Muttahida Qaumi Movement Pakistan
Muhammad Ramzan Advocate,Pakistan Muslim League (Nawaz)
Muhammad Akram Shah,Muttahidda Majlis-e-Amal Pakistan
Waseem Shah Mashwani,Awami National Party
Noreen Naz Advocate.,Independents
Muhammad Younus,Independents
Syed Shabbir Hussain Shah Lukyari,Independents
Nisar Ahmed Soomro,Independents
Muhammad Urs Khero,Independents
Muhammad Ishaque Baloch,Independents
Noor Hassan,Independents
Wali Muhammad Abro,Sindh United Party
Syed Tariq Ali,Independents
Noor Hassan Jokhio,Independents
Munawar Hussain Naqshbandi,Independents
Abdul Raheem Khan Khoso,Pakistan Peoples Party Parliamentarians
Mir Raja Khan Jakhrani,Muttahidda Majlis-e-Amal Pakistan
Abdul Aziz Abro,Pakistan Muslim League (Nawaz)
Mir Naseer Khan Khoso,Pakistan Muslim League (Functional)
Zafar Ali Buriro Bhai,Independents
